campaign,year,page,platform,media_type,category_l0,category_l1,category_l2,url,content,cost_nzd,views,hours,engagement
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7506997878141848839,@@kv the ultimate sideline mum 🤩 #nz #pov #rugby #blackferns #hype,,135000.0,353.0097,10087.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7483737571588050183,@jorja miller coming to a maul near you 😤 #blackferns #rugby #nz #womensrugby,,45078.0,113.9617,2554.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7547422848944573714,@portia woodman has that effect 🤩 #nz #rugby #uk #rwc2025 #blackferns,,166069.0,662.4608,11461.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,Highlights,Black Ferns,https://www.tiktok.com/@blackferns/video/7495871995922353416,@portia woodman is back for more 😤 #nz #rugby #womensrugby #highlights,,796351.0,2177.9194,60627.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7527221490291363079,@portia woodman with a casual pre try boogie 🕺🏼 #nz #blackferns #dance #womensrugby,,60625.0,152.01,5728.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7524550126749224210,@rubytui just winked at us 😱 #nz #rugby #wink #womensrugby,,1148204.0,1838.5756,43648.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7508655466306620680,@saintzup bringing their talent to the world stage 🥹🙌🏽 #nz #anthem #usa #rugby #womensrugby,,318864.0,2578.2856,22992.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7501849734227774728,a dream come true 🥹 #nz #rugby #blackferns #debut,,321516.0,1274.5356,33597.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7484115760399289618,a dream debut for atlanta lolohea 🖤 #nz #rugby #blackferns #womensrugby,,27844.0,57.9117,1505.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,PAC4,https://www.tiktok.com/@blackferns/video/7502687140577398034,a little houdini act to open our try scoring accounts this 2025 season 🪄 #blackferns #nz #rugby #pac4 #womensrugby,,72286.0,218.5625,2886.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7465213766574132498,a little fun behind the scenes 📸👀 #allblacks #blackferns #challenge #rugby,,46473.0,139.3222,2679.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7551967018438757640,a moment she’ll never forget - ayesha leti-i’iga leading the haka in her 30th test match 🖤 #nz #haka #rugby #blackferns #rwc2025,,632025.0,4522.2211,41481.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7507558695908166920,a quick 101 for our american mates @usa rugby 🥝🇳🇿 #nz #rugby #kiwi #womensrugby #usa,,325025.0,1709.3256,27800.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7505362171665059090,a weapon on the wing 🔥 #nz #rugby #blackferns #womenssports,,83671.0,262.2747,4352.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7542949766574001409,"all of the mana, all of the time 🫳🏽 #blackferns #nz #mana #rwc2025",,28449.0,39.395,1857.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7475432184522804496,"and if you think you can, we’d love to see you try 💥 #rugby #bighit #blackferns #nz",,19466.0,38.2922,765.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7507866929126739207,are you not entertained! #blackferns #rugby #nz,,2969169.0,9856.9536,251237.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7525948026326732040,"avoid the side eyes, get there early 👀 #blackferns #allblacks #rugby #nz #womensrugby",,49636.0,92.4581,3825.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7474843978538519826,ayesh just keeping everyone on their toes 🫢 #nz #rugby #blackferns #gotcha,,39771.0,118.9044,3219.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7519403611034569992,bffs spotted 🎯 #nz #blackferns #rugby #bffs #giveaway,,16749.0,45.3167,1344.0
Organic | Website,2024,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7432583655270206728,bffs really showed out at twickenham! can’t wait to see the @allblacks play in this epic arena tomorrow morning! #rugby #twickenham #blackferns,,41627.0,48.555,964.0
Organic | Website,2024,Black Ferns,TT,Short Video,Social,WIP,WIP,https://www.tiktok.com/@blackferns/video/7434394955147201810,bffs since way back 🥰🖤 #throwbackthursday #theroyalfamily #bff,,52094.0,87.2044,1962.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7506735125766425864,"black ferns trivia❓answer correctly, they get an exclusive bff badge #blackferns #rugby #womensrugby #nz #trivia",,110991.0,617.0614,4593.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7539135766035795201,black ferns in the whare 🇬🇧 #blackferns #nz #rwc2025 #rugby #womensrugby,,47845.0,120.8033,6666.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7505261953020120338,brax with the opening try of the match 🙌🏽 #nz #blackferns #rugby #trytime,,114077.0,315.3469,8205.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7525994106217188616,brb still crying 😭 #blackferns #allblacks #nz #rugby #mum,,322719.0,3150.8147,34651.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7554829579253337362,bringing the 🐐 to tears 🥹 #nz #rugby #blackferns #rwc2025 #welcome,,42331.0,163.4786,4098.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7505625399855041799,built different 🔥 #nz #rugby #bighit #blackferns #nzrugby,,74842.0,150.8308,1843.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7541494486719941895,"cancel your plans, we have your weekend sorted 👀 #nz #worldcup #uk #rugby #womensrugby",,29311.0,45.2283,2443.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7467295472739241224,certainly copped the brunt of that one 👀💥 #rugby #hit #blackferns #nz,,23618.0,38.8983,1331.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Moments,Haka,https://www.tiktok.com/@blackferns/video/7523409292976868615,challenge accepted 😤 #nz #haka #blackferns #rugby,,1064861.0,6602.6042,44859.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7502774375838436616,core memories 🖤 #nz #corememories #rugby #blackferns,,66080.0,116.0228,3493.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7531949910153891090,could you survive a session with the team? 💥 #blackferns #rugby #dojo #strongwomen #mojodojocasahouse,,65397.0,209.2928,6675.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7532414354369563912,"cup, set, go 🏁 #nz #cupchallenge #blackferns #rugby",,185953.0,1186.2303,16107.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7525661859911961863,daaaang!😮 #allblacks #blackferns #womensrugby #tereomāori #nz #rugby,,1322142.0,3869.1369,121514.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7513853618450124039,do you know more than our black ferns?🤔 #rwc2025 #blackferns #womensrugby,,39987.0,257.3147,3025.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7524959415141764370,dream debut from braxton sorensen-mcgee ❤️‍🔥 #nz #rugby #debut #blackferns,,247067.0,779.3581,26119.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7511987770290605320,every 1% counts 📈 #nz #rugby #practice #blackferns,,93129.0,185.6328,9205.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7499591109597793554,every year. same argument 🤣📏 #nz #rugby #womensrugby #blackferns,,45898.0,94.2914,1902.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7542184113839541522,feeling the love in york 🥹 #uk #worldcup #blackferns #nz #rugby,,19676.0,43.2269,1638.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,PAC4,https://www.tiktok.com/@blackferns/video/7502682396282719506,for the first time in 2025 🖤 #blackferns #haka #nz #rugby #womensrugby #pac4,,4937883.0,33943.1428,189063.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7455133842827955474,happy new year bffs 🖤 can’t wait to see what 2025 has in store! #likeablackfern #rugby #happynewyear,,27002.0,70.0761,2378.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7550953743492091156,"hari wiki o te reo māori! 🖤 our tīma (team) share some of their favourite kupu (words) that you can use every day! karawhiua, whānau! give it a go. #blackferns #tewikiotereomaori #nz #maori",,71179.0,566.0111,9039.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7534619740694646023,hat trick. rugby world cup final. enough said 🤯 #nz #rugby #blackferns #worldcup,,19290.0,35.7478,1198.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7553379325538471176,hey @emmitt🤽🏾‍♂️ - aunty @portia woodman has a message for you 💌 #nz #blackferns #rugby #shoutout #bff,,826921.0,5219.7003,99769.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7529462682798345490,hits don’t lie 💥 #nz #rugby #blackferns #bighit,,23500.0,40.4706,1787.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7523820494005505298,"if you think you can, we’d like to see you try! #rugby #nz #blackferns #sports #womensrugby",,55234.0,147.0031,3723.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7552476777520631060,imagine getting to see your mum play in a world cup 😭 special moments for kate henwood and her whānau. #blackferns #nz #womensrugby #rugby #rwc2025,,45350.0,91.7422,5317.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7547460515883224327,imagine this being your first try in the black jersey?! 🤩 #nz #rugby #worldcup #blackferns #rwc2025,,91500.0,356.2317,9997.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7545028717345705223,in her rugby world cup debut @@kv 🤩⚡️ #nz #rugby #worldcup #blackferns,,81435.0,232.1519,5533.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7481379042638286098,iritana always keeping everyone on their toes in camp 👻 #blackferns #doechii #nz #scared,,32724.0,79.2069,1722.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,WIP,WIP,https://www.tiktok.com/@blackferns/video/7527934329050221842,it’s actually them 😱 #nz #iykyk #pateamaoriclub #rugby,,630314.0,2918.7544,74816.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7526069872074165522,jorja miller doing jorja miller things 🔥 #nz #rugby #blackferns #skills,,328564.0,1025.3603,24193.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7542805471191682311,jorja miller. remember the name! #rugby #worldcup #nz #blackferns,,101173.0,299.1725,8911.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7540180083504352529,let’s go the girls! 🙌🏽 #rwc2025 #rugby #womensrugby,,414143.0,1984.3589,31592.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7540918205544516881,let’s learn some tongan with kv and vei! ❤️ #tonga #blackferns #tonganlanguageweek,,105531.0,837.805,14106.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7523098977479363847,mana 🖤 #nz #blackferns #maoriallblacks #rugby #haka,,83155.0,177.4017,7982.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7507855220462914824,mana! #blackferns #haka #nz,,33313003.0,197531.2431,1878316.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7550055647765695745,never an easy goodbye 💔 following our quarter-final match we farewelled @amy du plessis who was ruled out for the remainder of the rugby world cup due to injury. #blackferns #rwc2025 #haka #nz #womensrugby,,502790.0,2684.7769,55182.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7500154712595893511,no excuses really 👀 #nz #rugby #blackferns #womenssports,,48836.0,149.71,2316.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7504015119337131282,not one thesaurus was used 🫶🏽 #blackferns #nz #tugby #womensrugby #ladygaga,,41000.0,34.9497,1111.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7549535213173345543,nothing like being greeted by a sea of our bffs 🥹 #nz #blackferns #rugby #rwc2025 #fans,,141435.0,562.1828,18444.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7540394643733679367,nothing without our team behind the team 🖤 @new zealand rugby #rugby #nz #blackferns #rwc2025,,45762.0,251.0742,4435.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7554408301308529941,oh my gawsh @braxy! 😧#blackferns #nzrugby #womensrugby #rwc2025 #twickenham,,32739.0,52.8094,1650.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7537529440914377992,oh snap! 😏🐊 #blackferns #rugby #womensrugby #crocodile #game,,39041.0,210.6006,3055.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7544828561371319560,only the beginning @braxy 🤩 #nz #rugby #rwc2025 #blackferns,,417805.0,1500.1114,49063.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7526058476338957586,opening the match with a bang 💥 #nz #rugby #blackferns #rugby,,244425.0,1020.7469,8789.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7550424670701407495,our last matchup against canada had everyone on the edge of their seats 🫣 #nz #rugby #blackferns #nailbiter #rwc2025,,207638.0,757.5506,9315.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7540763607789866247,pov: iritana brought you as our +1 🖤 #uk #rwc2025 #blackferns #rugby,,31355.0,130.3472,2665.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7521963250137713927,pov: you’re a black ferns lock 🚀 #nz #rugby #blackferns #womensrugby #strong,,392806.0,1400.085,32130.0
Organic | Website,2024,Black Ferns,TT,Short Video,Social,WIP,WIP,https://www.tiktok.com/@blackferns/video/7432441643036413202,player of the match performance from gponse 💯 #statchat #rugby #potm,,131165.0,401.0242,2436.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7520349258562768146,plus the show & go 😮‍💨 @sarahhirini always on 🔥 #nz #rugby #blackferns #skills #womensrugby,,16624.0,32.6831,891.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7523418617522785543,read the play like a book 😮‍💨 #nz #rugby #blackferns #womensrugby,,54033.0,153.1306,4544.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Moments,Haka,https://www.tiktok.com/@blackferns/video/7526051878409342226,ready for battle 😤 #nz #haka #blackferns #rugby,,776321.0,4695.4992,22284.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7504747747581463826,ready to take over christchurch with @rugby canada 👯‍♀️ #rugby #blackferns #nz #womensrugby #shaniatwain,,47624.0,42.2967,1160.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7555419844129180936,rugby at it’s best 😮‍💨 #nz #rugby #blackferns #rwc2025 #uk,,35645.0,85.3258,2066.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7502730526130736391,scary to think this is only the beginning 🤩👏🏽 #blackferns #rugby #nz #womensrugby,,128544.0,541.8117,11449.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7525185495614196999,scooped up a few friends ✈️ #nz #travel #blackferns #rugby,,14767.0,25.1808,856.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7543992517218487572,see you soon! 🇬🇧✈️ #letsgoagain #rugby #nz #rwc2025,,23466.0,70.2992,1846.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7551534266761432327,semi-final mode = on 😤🔥 #nz #rugby #blackferns #rwc2025 #uk,,39766.0,101.8514,2610.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7514230881100270856,severe case of whiplash 😮‍💨 #nz #rugby #blackferns #whiplash,,29487.0,72.9611,1853.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7526074781725134098,she’s got pace our ruby 🔥 #nz #blackferns #womensrugby #speed,,63985.0,174.9333,5124.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7542772410374753544,showing us why she was named player of the match 😤 #nz #rugby #worldcup #uk #blackferns,,17694.0,35.8978,1172.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7537579782922308872,some of the safest hands in the game 🙌🏽 @theresa setefano @alana bremner #blackferns #rugby #womensrugby #nz #rwc2025,,39568.0,89.9797,1916.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7555630047143431432,special bff mail delivery 💌 #blackferns #fans #womensrugby #bffs,,55165.0,301.8564,7301.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,WIP,WIP,https://www.tiktok.com/@blackferns/video/7542437889599229204,special moment to share with your sis 🖤❤️💙 #rugby #nz #samoa #manusina #sister,,28337.0,90.5139,2249.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7545201651628494088,spoiler: you can’t 😮‍💨⚡️ #nz #rugby #speed #blackferns #worldcup,,1704705.0,6075.0467,129866.0
Organic | Website,2025,Black Ferns,TT,Short Video,Sponsored,Adidas,All,https://www.tiktok.com/@blackferns/video/7532023901774286088,squad fit check ✔️ #nz #blackferns #fitcheck #adidas,,14451.0,25.6556,820.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7486357666361527560,synchronise but make it ✨rugby✨ #blackferns #nz #rugby #olympics,,30101.0,75.3233,1294.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7555047836396604690,taking home the rosé gold 🥉 #nz #blackferns #rugby #rwc2025 #uk,,53108.0,152.9583,4503.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7537963058216406280,thank you manurewa intermediate 🥹🖤 #nz #blackferns #haka #rugby,,157740.0,774.0325,17655.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7475978913089342737,thanks but no thanks 🙃 #nz #rugby #blackferns #thunderstruck,,30798.0,46.9181,2030.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7498655106880163080,the black fern baddies are back in camp 🥳🖤 #nz #blackferns #womensrugby #baddie,,31115.0,50.5328,836.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7547327097237196040,the best feeling 🥰 #nz #rugby #worldcup #fans #blackferns,,24554.0,36.1475,1164.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7549665929303543058,the best surprise for our girl vei 🥹🖤 #nz #surprise #blackferns #rugby #rwc2025,,47314.0,178.6006,5199.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Moments,Haka,https://www.tiktok.com/@blackferns/video/7505256884295732487,the challenge is set. #nz #haka #blackferns #rugby,,362529.0,2501.9792,19311.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7555808367613054215,"the closer you look, the harder it hits 😍🥉 #blackferns #rwc2025 #womensrugby #nz",,31129.0,61.4344,2500.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7555659192019815688,the future is here 🌟 #nz #rugby #blackferns #highlights #rwc2025,,242588.0,566.9814,15908.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7507886191702740231,the goat. #blackferns #legend #rugby #goat,,768073.0,2404.6022,46951.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7552064760896900360,the kick. the finish 🤌🏼 #nz #rugby #rwc2025 #blackferns #uk,,34080.0,85.7458,2396.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Moments,Haka,https://www.tiktok.com/@blackferns/video/7542252446509321490,the meaning behind the challenge 😤 #nz #haka #blackferns #worldcup,,251409.0,2136.9975,12971.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7526788518417337608,the work rate from chryss viliko 😮‍💨🔥 #nz #rugby #blackferns #nevergiveup,,212237.0,664.6747,7961.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7544267615645060373,there’s always that one team mate 🎯🤣 #rugby #nz #rwc2025,,97936.0,321.4058,7397.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7542985929984593170,there’s no stopping ayesha leti-i’iga 🔥 #nz #rugby #worldcup #womensrugby,,53339.0,147.8919,961.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,WIP,WIP,https://www.tiktok.com/@blackferns/video/7467054720557780232,this game is a lot harder than it looks! 🎯 #tapple #grammys2025 #nz #boardgames #rugby,,162190.0,666.0636,6912.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7548037379093744904,this is why you don’t run it straight at sylvia brunt 😤 #nz #rugby #bighit #rwc2025 #blackferns,,62735.0,281.7519,3180.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Black Ferns,https://www.tiktok.com/@blackferns/video/7491927118453034248,this phase of play was something else 😮‍💨 #blackferns #nz #womensrugby #hattrick,,1166669.0,3700.1469,19995.0
Organic | Website,2025,Black Ferns,TT,Short Video,Social,Teams Promo,Maori AB,https://www.tiktok.com/@blackferns/video/7521936603330219272,"throwback to 2017, the last time we shared a game day with māori all blacks 😤 #nz #haka #blackferns #maoriallblacks #rugby",,29313.0,98.3614,2857.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7547656500181749000,try stopping that 👀 #nz #rugby #blackferns #rwc2025,,29970.0,82.7475,1796.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7549686557477784839,turning defence into points 😤 #nz #rugby #blackferns #rwc2025 #uk,,351616.0,1112.6536,23771.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7555583100126907655,turning teamwork into points 👏🏽 #nz #rugby #blackferns #rwc2025 #uk,,41089.0,122.5733,2636.0
Organic | Website,2025,Black Ferns,TT,Short Video,Live & Highlights,WRWC,WRWC 2025,https://www.tiktok.com/@blackferns/video/7549881265239887112,unreal work rate from our girl vei 😤💯 #nz #rugby #blackferns #rwc2025 #uk,,66255.0,235.2489,4920.0
